# of vertices,Execution Time
10,3.649999999999487e-05
20,9.9600000000033e-05
30,0.00020170000000002686
40,0.00032010000000004535
50,0.0005268000000000495
60,0.0007299000000000055
70,0.0010653999999999941
80,0.001268199999999997
90,0.0016118999999999994
100,0.0020680000000000143
110,0.002570899999999987
120,0.0029438999999999993
130,0.0033189000000000135
140,0.00495089999999998
150,0.004509399999999997
160,0.0051427000000000556
170,0.006051999999999946
180,0.007562700000000033
190,0.008189799999999914
200,0.009727500000000111
210,0.01000409999999996
220,0.012924500000000005
230,0.01309120000000008
240,0.013273900000000172
250,0.017936799999999975
260,0.016249699999999923
270,0.028342100000000148
280,0.0344808999999997
290,0.02444510000000033
300,0.02628549999999974
310,0.024333700000000125
320,0.027665700000000015
330,0.029060599999999326
340,0.030669199999999286
350,0.03257069999999995
360,0.03760310000000011
370,0.03841369999999955
380,0.03925929999999944
390,0.03936960000000056
400,0.044166099999999986
410,0.048684799999999306
420,0.04713749999999983
430,0.0517291999999987
440,0.05247789999999952
450,0.054958300000000904
460,0.06114130000000095
470,0.060070400000000745
480,0.06373840000000008
490,0.06658069999999938
500,0.06996599999999908
510,0.07184810000000041
520,0.0753345999999997
530,0.08221930000000022
540,0.0940462999999987
550,0.08586319999999859
560,0.08932060000000064
570,0.0962699000000029
580,0.09904019999999747
590,0.09896050000000045
600,0.09890990000000244
610,0.10899919999999952
620,0.11206200000000166
630,0.11385840000000158
640,0.11724640000000264
650,0.15359800000000234
660,0.12572600000000023
670,0.13212179999999663
680,0.13581059999999923
690,0.13688539999999705
700,0.14248549999999938
710,0.14500429999999653
720,0.1609206000000043
730,0.15296479999999946
740,0.15368569999999693
750,0.16398509999999789
760,0.16086279999999675
770,0.1763327999999973
780,0.1782180000000011
790,0.18370870000000394
800,0.1898390000000063
810,0.19825919999999542
820,0.2004058999999998
830,0.20884329999999807
840,0.21295260000000127
850,0.23338910000001079
860,0.22016289999999117
870,0.2847742000000011
880,0.23007690000000025
890,0.254741800000005
900,0.2782926999999944
910,0.302775699999998
920,0.2686065000000042
930,0.27153220000001
940,0.26907900000000495
950,0.2775421999999992
960,0.317671500000003
970,0.3097223999999983
980,0.3079390999999987
990,0.3268369999999976
1000,0.3281297000000052
1010,0.32548869999999397
1020,0.32996969999999237
1030,0.32700690000000066
1040,0.3375876000000062
1050,0.34466089999999383
1060,0.3528088999999852
1070,0.3774509000000137
1080,0.3909123999999906
1090,0.37493290000000457
1100,0.38299359999999183
1110,0.38245770000000334
1120,0.40675630000001206
1130,0.4076648999999861
1140,0.433368999999999
1150,0.4185704999999871
1160,0.43904589999999644
1170,0.43961299999998005
1180,0.4471417000000031
1190,0.4669427999999982
1200,0.4698191999999892
1210,0.47711750000001985
1220,0.5020690999999999
1230,0.47944459999999367
1240,0.5059265000000153
1250,0.4975485999999876
1260,0.557138899999984
1270,0.5391050000000064
1280,0.5280746999999906
1290,0.5207195000000127
1300,0.545312999999993
1310,0.5422930000000008
1320,0.5627948999999717
1330,0.5767233999999917
1340,0.5736736000000064
1350,0.5737320000000068
1360,0.580598000000009
1370,0.5857139999999958
1380,0.6524744000000169
1390,0.641494200000011
1400,0.6285095000000069
1410,0.6319856000000073
1420,0.6471107000000416
1430,0.6838463999999931
1440,0.6833389000000238
1450,0.6890959999999495
1460,0.6717462000000296
1470,0.7055670999999961
1480,0.7469198000000006
1490,0.7265925000000379
1500,0.7377606000000014
1510,0.7498808999999937
1520,0.7726992999999993
1530,0.7578585999999632
1540,0.79584600000004
1550,0.79534620000004
1560,0.8117717999999741
1570,0.8154397000000131
1580,0.8500224000000003
1590,0.843765899999994
1600,0.8639701999999829
1610,0.8527195000000347
1620,0.8883400999999935
1630,0.8836383999999953
1640,0.9229000999999926
1650,0.9109960999999771
1660,0.9205940999999598
1670,0.9267191999999795
1680,0.954444599999988
1690,0.920387699999992
1700,0.972642300000075
1710,1.0081800999998904
1720,1.0049386000000595
1730,0.9818326999999272
1740,1.0053624999999329
1750,1.0260384000000613
1760,1.0247915999999577
1770,1.0381207000000359
1780,1.0941870999999992
1790,1.0894810999999436
1800,1.1023036000000275
1810,1.0927454000000125
1820,1.131140099999925
1830,1.15560210000001
1840,1.1869896999999128
1850,1.170560900000055
1860,1.1787990000000264
1870,1.2061811999999463
1880,1.245402600000034
1890,1.2551865000000362
1900,1.2552667000001065
1910,1.359073100000046
1920,1.2906825999999683
1930,1.30406210000001
1940,1.4033896999999342
1950,1.3134054999999307
1960,1.3560472000000345
1970,1.3705082999999831
1980,1.3767338999999765
1990,1.3693841000000475
2000,1.3534054000000424
2010,0.889561500000001
2020,1.1149296
2030,1.173171399999994
2040,1.4535985000000053
2050,1.4968488000000093
2060,1.4240187000000049
2070,1.5061847999999998
